epoch,train_loss,validation_Acc@1,validation_Acc@5,validation_Acc@10,validation_MAP@5,validation_MAP@10,validation_MRR,validation_prediction_count,validation_macro_user_Acc@1,validation_macro_user_Acc@5,validation_macro_user_Acc@10,validation_macro_user_MAP@5,validation_macro_user_MAP@10,validation_macro_user_MRR,validation_user_count,validation_loss
1,2.7195401390393577,0.0833333358168602,0.4583333432674408,0.7083333134651184,0.20937497913837433,0.2403852790594101,0.2638454735279083,48,0.0833333358168602,0.4583333395421505,0.7083333246409893,0.20937500335276127,0.24038525577634573,0.2638454781845212,8,2.6800636053085327
2,2.6230629980564117,0.125,0.4791666567325592,0.7916666865348816,0.25486111640930176,0.2984623312950134,0.3149728775024414,48,0.1250000037252903,0.4791666753590107,0.7916666567325592,0.2548611145466566,0.29846230149269104,0.31497288309037685,8,2.5841722885767617
